ds,y
10/10/2015,1566
10/11/2015,3544
10/13/2015,3870
10/14/2015,2557
10/15/2015,2299
10/16/2015,2516
10/17/2015,1574
10/18/2015,4019
10/19/2015,6259
10/20/2015,4434
10/21/2015,2388
10/22/2015,2790
10/23/2015,2592
10/24/2015,2814
10/25/2015,3634
10/26/2015,4578
10/27/2015,3155
10/28/2015,2468
10/29/2015,2408
10/30/2015,3323
10/31/2015,2041
11/1/2015,3271
11/2/2015,11995
11/3/2015,4690
11/4/2015,3276
11/5/2015,2955
11/6/2015,4139
11/7/2015,2082
11/8/2015,4848
11/9/2015,9543
11/10/2015,3599
11/11/2015,2506
11/12/2015,2866
11/13/2015,2148
11/14/2015,1291
11/15/2015,2703
11/16/2015,15280
11/17/2015,6962
11/18/2015,4373
11/19/2015,3514
11/20/2015,3143
11/21/2015,1922
11/22/2015,3852
11/23/2015,5842
11/24/2015,4050
11/25/2015,3162
11/26/2015,2624
11/27/2015,3624
11/28/2015,1981
11/29/2015,3046
11/30/2015,189032
12/1/2015,101017
12/2/2015,6074
12/3/2015,3153
12/4/2015,3234
12/5/2015,1735
12/6/2015,3023
12/7/2015,4899
12/8/2015,2925
12/9/2015,2387
12/10/2015,3867
12/11/2015,2608
12/12/2015,1496
12/13/2015,2249
12/14/2015,4103
12/15/2015,3777
12/16/2015,2459
12/17/2015,1982
12/18/2015,1861
12/19/2015,1302
12/20/2015,2674
12/21/2015,4273
12/22/2015,3329
12/23/2015,2381
12/24/2015,1552
12/25/2015,1483
12/26/2015,1237
12/27/2015,7178
12/28/2015,10411
12/29/2015,10383
12/30/2015,4409
12/31/2015,2995
1/1/2016,1977
1/2/2016,2503
1/3/2016,3825
1/4/2016,10885
1/5/2016,5262
1/6/2016,4241
1/7/2016,4007
1/8/2016,3985
1/9/2016,2406
1/10/2016,3951
1/11/2016,4773
1/12/2016,3412
1/13/2016,3188
1/14/2016,3052
1/15/2016,3047
1/16/2016,2483
1/17/2016,10656
1/18/2016,30754
1/19/2016,9190
1/20/2016,7269
